,1691
添加物として[InactIngreName][Number][Unit][InactIngreName]（[InactIngreName]）を含有する<<BR>>[InactIngreName]<BR>[Number][Unit]<<BR>>[InactIngreName]<BR>[Number][Unit]<<BR>>[InactIngreName]ナトリウム<BR>[Number][Unit]<<BR>>[InactIngreName]<BR>[Number][Unit]注[Number]）<<BR>>[InactIngreName][InactIngreName]和物<BR>[Number][Unit]<<BR>>[InactIngreName][InactIngreName]和物<BR>[Number][Unit]<<BR>>[InactIngreName][InactIngreName]和物<BR>[Number][Unit]<<BR>>Ｋ＋として[Number][Unit]注[Number]）含有（[Number][Unit]）添加物として[InactIngreName][Number][Unit][InactIngreName][InactIngreName]和物（[InactIngreName]）を含有する<<BR>>Ｎａ＋<BR>[Number][Unit]<<BR>>Ｋ＋<BR>[Number][Unit]<<BR>>Ｍｇ[Number]＋<BR>[Number][Unit]<<BR>>Ｃａ[Number]＋<BR>[Number][Unit]<<BR>>Ｃｌ－<BR>[Number][Unit]<<BR>>ＳＯ[Number]－<BR>[Number][Unit]<<BR>>Ａｃｅｔａｔｅ－<BR>[Number][Unit]<<BR>>Ｇｌｕｃｏｎａｔｅ－<BR>[Number][Unit]<<BR>>Ｌａｃｔａｔｅ－<BR>[Number][Unit]<<BR>>Ｃｉｔｒａｔｅ[Number]－<BR>[Number][Unit]<<BR>>Ｐ<BR>[Number][Unit]<<BR>>Ｚｎ<BR>[Number][Unit]<<BR>>[InactIngreName]<BR>[Number][Unit]<<BR>>[InactIngreName]濃度<BR>[Number][Unit]<<BR>>総遊離アミノ酸量<BR>[Number][Unit]<<BR>>総[InactIngreName]量<BR>[Number][Unit]<<BR>>必須アミノ酸／非必須アミノ酸<BR>[Number]<<BR>>分岐鎖アミノ酸含有率<BR>[Number][Unit]<<BR>>総熱量<BR>[Number][Unit]<<BR>>非蛋白熱量<BR>[Number][Unit]<<BR>>非蛋白熱量／[InactIngreName]<BR>[Number],1
添加物として[InactIngreName][Number][Unit][InactIngreName]（[InactIngreName]）を含有する<<BR>>[InactIngreName]<BR>[Number][Unit]<<BR>>[InactIngreName]<BR>[Number][Unit]<<BR>>[InactIngreName]ナトリウム<BR>[Number][Unit]<<BR>>[InactIngreName]注[Number]）<BR>[Number][Unit]<<BR>>[InactIngreName][InactIngreName]和物<BR>[Number][Unit]<<BR>>[InactIngreName][InactIngreName]和物<BR>[Number][Unit]<<BR>>[InactIngreName][InactIngreName]和物<BR>[Number][Unit]<<BR>>Ｋ＋として[Number][Unit]注[Number]）含有（[Number][Unit]）添加物として[InactIngreName][Number][Unit][InactIngreName][InactIngreName]和物（[InactIngreName]）を含有する<<BR>>Ｎａ＋<BR>[Number][Unit]<<BR>>Ｋ＋<BR>[Number][Unit]<<BR>>Ｍｇ[Number]＋<BR>[Number][Unit]<<BR>>Ｃａ[Number]＋<BR>[Number][Unit]<<BR>>Ｃｌ－<BR>[Number][Unit]<<BR>>ＳＯ[Number]－<BR>[Number][Unit]<<BR>>Ａｃｅｔａｔｅ－<BR>[Number][Unit]<<BR>>Ｇｌｕｃｏｎａｔｅ－<BR>[Number][Unit]<<BR>>Ｌａｃｔａｔｅ－<BR>[Number][Unit]<<BR>>Ｃｉｔｒａｔｅ[Number]－<BR>[Number][Unit]<<BR>>Ｐ<BR>[Number][Unit]<<BR>>Ｚｎ<BR>[Number][Unit]<<BR>>[InactIngreName]<BR>[Number][Unit]<<BR>>[InactIngreName]濃度<BR>[Number][Unit]<<BR>>総遊離アミノ酸量<BR>[Number][Unit]<<BR>>総[InactIngreName]量<BR>[Number][Unit]<<BR>>必須アミノ酸／非必須アミノ酸<BR>[Number]<<BR>>分岐鎖アミノ酸含有率<BR>[Number][Unit]<<BR>>総熱量<BR>[Number][Unit]<<BR>>非蛋白熱量<BR>[Number][Unit]<<BR>>非蛋白熱量／[InactIngreName]<BR>[Number],1
安定剤[InactIngreName][Number][Unit][InactIngreName][InactIngreName]適量<<BR>>混合後（[Number][Unit]中）<BR>糖[InactIngreName][Number][Unit]（[Number][Unit]）電解質Ｎａ＋★[Number][Unit]Ｋ＋[Number][Unit]Ｍｇ[Number]＋[Number][Unit]Ｃａ[Number]＋[Number][Unit]Ｃｌ－[Number][Unit]ＳＯ[Number]－[Number][Unit]Ａｃｅｔａｔｅ－★[Number][Unit]Ｇｌｕｃｏｎａｔｅ－[Number][Unit]Ｌａｃｔａｔｅ－[Number][Unit]Ｐ[Number][Unit]Ｚｎ[Number][Unit]★：添加物に由来するものを含むビタミンチアミン塩化物[InactIngreName]塩[Number][Unit]アミノ酸総遊離アミノ酸[Number][Unit]（[Number][Unit]）総[InactIngreName][Number][Unit]分岐鎖アミノ酸（ＢＣＡＡ）含有率[Number][Unit]必須アミノ酸／非必須アミノ酸[Number]総カロリー量[Number][Unit]非蛋白カロリー量[Number][Unit]非蛋白カロリー／[Unit][Number],1
安定剤[InactIngreName][Number][Unit][InactIngreName][InactIngreName]適量[InactIngreName]適量<<BR>>混合後（[Number][Unit]中）<BR>糖[InactIngreName][Number][Unit]（[Number][Unit]）電解質Ｎａ＋[Number][Unit]Ｋ＋[Number][Unit]Ｍｇ[Number]＋[Number][Unit]Ｃａ[Number]＋[Number][Unit]Ｃｌ－[Number][Unit]ＳＯ[Number]－[Number][Unit]Ａｃｅｔａｔｅ－[Number][Unit]Ｇｌｕｃｏｎａｔｅ－[Number][Unit]Ｌａｃｔａｔｅ－[Number][Unit]Ｐ[Number][Unit]Ｚｎ[Number][Unit]ビタミンチアミン塩化物[InactIngreName]塩[Number][Unit]アミノ酸総遊離アミノ酸[Number][Unit]（[Number][Unit]）総[InactIngreName][Number][Unit]分岐鎖アミノ酸（ＢＣＡＡ）含有率[Number][Unit]必須アミノ酸／非必須アミノ酸[Number]総熱量[Number][Unit]非蛋白熱量[Number][Unit]非蛋白熱量／[InactIngreName][Number]添加物に由来するものを含む．,1
添加物（ｇ／[Number][Unit]）<BR>[InactIngreName][Number]<<BR>>添加物（ｇ／[Number][Unit]）<BR>[InactIngreName]適量<<BR>>電解質組成（ｍ／[Unit]）<BR>Ｎａ＋[Number]<<BR>>電解質組成（ｍ／[Unit]）<BR>Ｃｌ[Number],1
添加物として[InactIngreName]（[InactIngreName]）[InactIngreName]（[InactIngreName]）を含有する．,1
添加物として[InactIngreName]を適量含有する<<BR>>電解質濃度（ｍ／[Unit]）<BR>Ｎａ＋[Number]Ｋ＋[Number]Ｍｇ＋＋[Number]Ｃｌ[Number]Ｌａｃｔａｔｅ[Number]<<BR>>[InactIngreName]<BR>ｇ／[Unit][Number]Ｋｃａｌ／[Unit][Number],1
添加物（[Number][Unit]中）<BR>[InactIngreName]<<BR>>電解質濃度電解質濃度（ｍ／[Unit]）<BR>Ｎａ＋[Number]<<BR>>Ｋ＋[Number]<<BR>>Ｃａ[Number]＋[Number]<<BR>>Ｃｌ[Number]<<BR>>Ｌａｃｔａｔｅ[Number],1
添加物<BR>[InactIngreName]<<BR>>電解質濃度（ｍ／[Unit]）<BR>Ｎａ＋[Number]Ｋ＋[Number]Ｃａ[Number]＋[Number]Ｃｌ[Number]Ｌａｃｔａｔｅ[Number]<<BR>>カロリー（／[Unit]）<BR>[Number],1
添加物（ｇ／[Number][Unit]）<BR>[InactIngreName][Number][InactIngreName]適量<<BR>>電解質組成（ｍ／[Unit]）<BR>Ｎａ＋[Number]Ｋ＋[Number]Ｃａ＋＋[Number]Ｃｌ[Number]Ｃ[Number]Ｈ[Number]Ｏ[Number],1
添加物[Number][Unit]（[Number][Unit]）中<BR>[InactIngreName]（[InactIngreName]）適量<<BR>>熱量<BR>[Number][Unit]<<BR>>電解質濃度（ｍ／[Unit]）<BR>Ｎａ＋[Number]Ｋ＋[Number]Ｃａ[Number]＋[Number]Ｃｌ[Number]Ａｃｅｔａｔｅ[Number],1
添加物[Number][Unit]（[Number][Unit]）中<BR>[InactIngreName][InactIngreName]和物[Number][Unit][InactIngreName]（[InactIngreName]）適量<<BR>>熱量<BR>[Number][Unit]<<BR>>電解質濃度（ｍ／[Unit]）<BR>Ｎａ＋[Number]Ｋ＋[Number]Ｃａ[Number]＋[Number]Ｍｇ[Number]＋[Number]Ｃｌ[Number]Ｐｈｏｓｐｈａｔｅ[Number]（ｍｍｏｌ／[Unit]）Ｌａｃｔａｔｅ[Number],1
添加物[Number][Unit]（[Number][Unit]）中<BR>[InactIngreName]（[InactIngreName]）適量<<BR>>電解質濃度（ｍ／[Unit]）<BR>Ｎａ＋[Number]Ｋ＋[Number]Ｃａ[Number]＋[Number]Ｍｇ[Number]＋[Number]Ｃｌ[Number]ＨＣＯ[Number]Ｃｉｔｒａｔｅ[Number],1
添加物<BR>[Number][Unit]（[Number][Unit]）中[InactIngreName][Number][Unit][InactIngreName][Number][Unit],1
添加物として[InactIngreName][InactIngreName]和物[Number][Unit][InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName][Number][Unit][InactIngreName][InactIngreName]和物[Number][Unit][InactIngreName][Number][Unit]を含有する,1
添加物として[InactIngreName][Number][Unit]Ｄソルビトール[Number][Unit][InactIngreName][Number][Unit]及び[InactIngreName]を含有する,1
添加物：<BR>Ｄソルビトール[Number][Unit][InactIngreName][Number][Unit][InactIngreName]（[InactIngreName][InactIngreName]）,1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName]（[InactIngreName]）,1
添加物<BR>Ｄマンニトール[InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName]を含有しカプセル本体に[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物：<BR>[InactIngreName][InactIngreName]カプセル本体：[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName]カプセル：[InactIngreName][InactIngreName][InactIngreName],1
添加物〉[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物として[InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName]ヒプロメロースフタル酸エステル[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>[InactIngreName]二[InactIngreName]塩[Number][Unit][InactIngreName][Number][Unit][InactIngreName]（[Number][Unit]）[Number][Unit]を含有する,1
添加物（[Number][Unit][Number][Unit]中）＞<BR>[InactIngreName]（[InactIngreName]）[InactIngreName][InactIngreName]和物（[InactIngreName]）[InactIngreName]（[InactIngreName]）を含有する,1
添加物（[Number][Unit][Number][Unit]中）<BR>[InactIngreName][Number][Unit][InactIngreName]適量<<BR>>本剤はブタ小腸粘膜由来のヘパリンを化学的に分解し分離精製して得たダルテパリンナトリウムの製剤である,1
添加物（[Number][Unit][Number][Unit]中）<BR>[InactIngreName][Number][Unit][InactIngreName]適量<<BR>>本剤はブタ腸粘膜由来のヘパリンを化学的に分解し分離精製して得たパルナパリンナトリウムの製剤である,1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ソルビタンセスキ[InactIngreName]エステル,1
添加物（[Number][Unit]中）<BR>[InactIngreName][InactIngreName]塩[Number][Unit][InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]エステル[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]乳化[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]Ｄソルビトール,1
添加物として[InactIngreName][InactIngreName][InactIngreName][Number]ブチレングリコール[InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物ヒプロメロース[InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物として[InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName]及び[InactIngreName]を含有する,1
添加物として[InactIngreName]を含有するまたカプセル本体に[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物<BR>内容物：[InactIngreName]<<BR>>添加物<BR>カプセル剤皮：[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物として[InactIngreName]カプセル本体に[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物<BR>[InactIngreName]カプセル剤皮：[InactIngreName][InactIngreName],1
添加物<BR>ｄｌα[InactIngreName]カプセル本体に[InactIngreName][InactIngreName][InactIngreName]含有,1
添加物<BR>[InactIngreName]（カプセル本体に[InactIngreName][InactIngreName][InactIngreName]）,1
添加物<BR>[InactIngreName]カプセル本体に[InactIngreName][InactIngreName][InactIngreName],1
添加物として[InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName]含有,1
添加物：<BR>[InactIngreName][InactIngreName][InactIngreName]和物ヒプロメロース[InactIngreName][InactIngreName],1
添加物〉[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName]ヒプロメロース[InactIngreName][InactIngreName],1
添加物：<BR>[InactIngreName][InactIngreName][InactIngreName]和物ヒプロメロース[InactIngreName][InactIngreName][InactIngreName]三ニ[InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>Ｄマンニトール[InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>Ｄマンニトール[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]ヒプロメロース[InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物<BR>[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含有する,1
添加物〉[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName],1
添加物として[InactIngreName][InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]を含む．,1
添加物として[InactIngreName][InactIngreName][InactIngreName]和物[InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName][InactIngreName]Ｄマンニトール[InactIngreName]を含有する,1
添加物（[Number][Unit]（[Number][Unit]）中）<BR>[InactIngreName]（[InactIngreName]）適量<<BR>>[Number][Unit]希釈調製後の電解質濃度（ｍ／[Unit]）<BR>Ｎａ＋[Number]Ｋ＋[Number]Ｃａ[Number]＋[Number]Ｍｇ[Number]＋[Number]Ｃｌ[Number]Ａｃｅｔａｔｅ[Number]Ｇｌｕｃｏｓｅ[Number][Unit]浸透圧（理論値）[Number][Unit]Ｏｓｍ／[Unit],1
添加物として[InactIngreName]（[InactIngreName][Number][Unit]）を含有する<<BR>>Ｂ液：[Number][Unit]中[InactIngreName][Number][Unit]を含む無色澄明の液である,1
添加物として[InactIngreName]（[InactIngreName][Number][Unit]）を含有する<<BR>>Ｂ末：[Number][Unit]中[InactIngreName][Number][Unit]を含む,1
